date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:41:12	6174/6174	---M--	200	added ('OK')	image/png	etag:%221c667a-181e-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/logo-2.png	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/logo-2.png	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:13	21173/21173	---M-Z	200	added ('OK')	text/html	etag:%221c66dd-52b5-5a5f283d50e00-gzip%22	http://vecurosoft.com/products/html/mixlax/demo/portfolio.html	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/portfolio.html	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:13	5140/5140	---M--	200	added ('OK')	image/jpeg	etag:%221c6671-1414-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/instagram/insta-img-1.jpg	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/instagram/insta-img-1.jpg	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:13	4683/4683	---M--	200	added ('OK')	image/jpeg	etag:%221c6672-124b-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/instagram/insta-img-2.jpg	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/instagram/insta-img-2.jpg	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:14	4535/4535	---M--	200	added ('OK')	image/jpeg	etag:%221c6673-11b7-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/instagram/insta-img-3.jpg	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/instagram/insta-img-3.jpg	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:14	3779/3779	---M--	200	added ('OK')	image/jpeg	etag:%221c6674-ec3-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/instagram/insta-img-4.jpg	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/instagram/insta-img-4.jpg	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:14	4318/4318	---M--	200	added ('OK')	image/jpeg	etag:%221c6675-10de-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/instagram/insta-img-5.jpg	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/instagram/insta-img-5.jpg	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:14	4150/4150	---M--	200	added ('OK')	image/jpeg	etag:%221c6676-1036-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/instagram/insta-img-6.jpg	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/instagram/insta-img-6.jpg	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:15	3690/3690	---M--	200	added ('OK')	image/jpeg	etag:%221c6677-e6a-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/instagram/insta-img-7.jpg	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/instagram/insta-img-7.jpg	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:15	4913/4913	---M--	200	added ('OK')	image/jpeg	etag:%221c6678-1331-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/instagram/insta-img-8.jpg	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/instagram/insta-img-8.jpg	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:15	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jun%202020%2014:11:15%20GMT	http://vecurosoft.com/products/html/mixlax/demo/facebook.com	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/facebook.com	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:16	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jun%202020%2014:11:15%20GMT	http://vecurosoft.com/products/html/mixlax/demo/twitter.com	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/twitter.com	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:16	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jun%202020%2014:11:15%20GMT	http://vecurosoft.com/products/html/mixlax/demo/behance.com	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/behance.com	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:16	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jun%202020%2014:11:16%20GMT	http://vecurosoft.com/products/html/mixlax/demo/linkedin.com	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/linkedin.com	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:17	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jun%202020%2014:11:16%20GMT	http://vecurosoft.com/products/html/mixlax/demo/dribble.com	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/dribble.com	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:17	22551/22551	---M-Z	200	added ('OK')	text/html	etag:%221c66d3-5817-5a5f283d50e00-gzip%22	http://vecurosoft.com/products/html/mixlax/demo/contact.html	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/contact.html	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:18	61762/61762	---M-Z	200	added ('OK')	text/html	etag:%221c66d7-f142-5a5f283d50e00-gzip%22	http://vecurosoft.com/products/html/mixlax/demo/index-2.html	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/index-2.html	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:18	69973/69973	---M-Z	200	added ('OK')	text/html	etag:%221c66d8-11155-5a5f283d50e00-gzip%22	http://vecurosoft.com/products/html/mixlax/demo/index-3.html	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/index-3.html	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:18	32261/32261	---M-Z	200	added ('OK')	text/html	etag:%221c562f-7e05-5a5f283d50e00-gzip%22	http://vecurosoft.com/products/html/mixlax/demo/about.html	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/about.html	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:18	29970/29970	---M-Z	200	added ('OK')	text/html	etag:%221c66df-7512-5a5f283d50e00-gzip%22	http://vecurosoft.com/products/html/mixlax/demo/services.html	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/services.html	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:19	27076/27076	---M-Z	200	added ('OK')	text/html	etag:%221c66e0-69c4-5a5f283d50e00-gzip%22	http://vecurosoft.com/products/html/mixlax/demo/single-service.html	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/single-service.html	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:19	29220/29220	---M-Z	200	added ('OK')	text/html	etag:%221c66dc-7224-5a5f283d50e00-gzip%22	http://vecurosoft.com/products/html/mixlax/demo/portfolio-details.html	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/portfolio-details.html	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:19	41896/41896	---M-Z	200	added ('OK')	text/html	etag:%221c66db-a3a8-5a5f283d50e00-gzip%22	http://vecurosoft.com/products/html/mixlax/demo/news.html	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/news.html	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:20	46762/46762	---M-Z	200	added ('OK')	text/html	etag:%221c66da-b6aa-5a5f283d50e00-gzip%22	http://vecurosoft.com/products/html/mixlax/demo/news-details.html	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/news-details.html	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:20	33448/33448	---M-Z	200	added ('OK')	text/html	etag:%221c66e2-82a8-5a5f283d50e00-gzip%22	http://vecurosoft.com/products/html/mixlax/demo/team.html	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/team.html	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:20	32188/32188	---M-Z	200	added ('OK')	text/html	etag:%221c66e1-7dbc-5a5f283d50e00-gzip%22	http://vecurosoft.com/products/html/mixlax/demo/single-team.html	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/single-team.html	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:21	24039/24039	---M-Z	200	added ('OK')	text/html	etag:%221c66de-5de7-5a5f283d50e00-gzip%22	http://vecurosoft.com/products/html/mixlax/demo/pricing.html	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/pricing.html	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:21	25790/25790	---M-Z	200	added ('OK')	text/html	etag:%221c66d6-64be-5a5f283d50e00-gzip%22	http://vecurosoft.com/products/html/mixlax/demo/features.html	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/features.html	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:22	23133/23133	---M-Z	200	added ('OK')	text/html	etag:%221c571d-5a5d-5a5f283d50e00-gzip%22	http://vecurosoft.com/products/html/mixlax/demo/appointment.html	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/appointment.html	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:22	34663/34663	---M-Z	200	added ('OK')	text/html	etag:%221c66d5-8767-5a5f283d50e00-gzip%22	http://vecurosoft.com/products/html/mixlax/demo/faq.html	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/faq.html	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:22	17360/17360	---M-Z	200	added ('OK')	text/html	etag:%221c66d4-43d0-5a5f283d50e00-gzip%22	http://vecurosoft.com/products/html/mixlax/demo/error.html	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/error.html	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:23	3766/3766	---M--	200	added ('OK')	image/png	etag:%221c6663-eb6-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/icons/flower-icon.png	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/icons/flower-icon.png	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:48	143507/143507	---M--	200	added ('OK')	image/png	etag:%221c6669-23093-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/icons/leaf-1.png	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/icons/leaf-1.png	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:56	48397/48397	---M--	200	added ('OK')	image/jpeg	etag:%221c65f9-bd0d-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/about-us/big-img-1.jpg	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/about-us/big-img-1.jpg	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:41:58	8037/8037	---M--	200	added ('OK')	image/jpeg	etag:%221c65ff-1f65-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/about-us/small-img-1.jpg	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/about-us/small-img-1.jpg	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:42:00	11889/11889	---M--	200	added ('OK')	image/jpeg	etag:%221c6600-2e71-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/about-us/small-img-2.jpg	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/about-us/small-img-2.jpg	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:42:03	12761/12761	---M--	200	added ('OK')	image/jpeg	etag:%221c660b-31d9-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/bg-img/cta-bg-img-1.jpg	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/bg-img/cta-bg-img-1.jpg	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:42:05	14418/14418	---M--	200	added ('OK')	image/jpeg	etag:%221c660c-3852-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/bg-img/cta-bg-img-2.jpg	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/bg-img/cta-bg-img-2.jpg	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:42:27	131273/131273	---M--	200	added ('OK')	image/png	etag:%221c6664-200c9-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/icons/flowers-shape.png	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/icons/flowers-shape.png	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:43:24	755258/755258	---M--	200	added ('OK')	image/png	etag:%221c665e-b863a-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/hero/spa-girl-3.png	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/hero/spa-girl-3.png	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:43:28	22062/22062	---M--	200	added ('OK')	image/png	etag:%221c66aa-562e-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/thumb-img/fanFact-thumb.png	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/thumb-img/fanFact-thumb.png	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:43:32	17342/17342	---M--	200	added ('OK')	image/png	etag:%221c6630-43be-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/brand/brand-img-1.png	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/brand/brand-img-1.png	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:43:39	31816/31816	---M--	200	added ('OK')	image/png	etag:%221c6631-7c48-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/brand/brand-img-2.png	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/brand/brand-img-2.png	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:43:48	38691/38691	---M--	200	added ('OK')	image/png	etag:%221c6632-9723-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/brand/brand-img-3.png	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/brand/brand-img-3.png	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:43:55	38771/38771	---M--	200	added ('OK')	image/png	etag:%221c6633-9773-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/brand/brand-img-4.png	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/brand/brand-img-4.png	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:44:03	604260/604260	---M--	200	added ('OK')	image/png	etag:%221c663f-93864-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/fun-fact/fan-fact-img-1.png	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/fun-fact/fan-fact-img-1.png	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:44:03	43596/43596	---M--	200	added ('OK')	image/png	etag:%221c6634-aa4c-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/brand/brand-img-5.png	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/brand/brand-img-5.png	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:44:07	25994/25994	---M--	200	added ('OK')	image/png	etag:%221c6635-658a-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/brand/brand-img-6.png	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/brand/brand-img-6.png	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:44:13	31405/31405	---M--	200	added ('OK')	image/png	etag:%221c66b1-7aad-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/thumb-img/price-plan-img-1.png	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/thumb-img/price-plan-img-1.png	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:44:14	1115297/1115297	---M--	200	added ('OK')	image/png	etag:%221c665c-1104a1-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/hero/spa-girl-1.png	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/hero/spa-girl-1.png	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:44:19	31199/31199	---M--	200	added ('OK')	image/png	etag:%221c66b2-79df-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/thumb-img/price-plan-img-2.png	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/thumb-img/price-plan-img-2.png	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:44:20	32027/32027	---M--	200	added ('OK')	image/png	etag:%221c66b3-7d1b-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/thumb-img/price-plan-img-3.png	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/thumb-img/price-plan-img-3.png	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:44:22	12242/12242	---M--	200	added ('OK')	image/png	etag:%221c669c-2fd2-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/testomonial/testomonial-author-1.png	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/testomonial/testomonial-author-1.png	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:44:24	8080/8080	---M--	200	added ('OK')	image/png	etag:%221c669d-1f90-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/testomonial/testomonial-author-2.png	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/testomonial/testomonial-author-2.png	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:44:25	38520/38520	---M--	200	added ('OK')	image/png	etag:%221c66b4-9678-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/thumb-img/price-plan-img-4.png	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/thumb-img/price-plan-img-4.png	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:44:26	7688/7688	---M--	200	added ('OK')	image/png	etag:%221c669e-1e08-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/testomonial/testomonial-author-3.png	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/testomonial/testomonial-author-3.png	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:44:29	18522/18522	---M--	200	added ('OK')	image/jpeg	etag:%221c661c-485a-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/blog-img/blog-img-1.jpg	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/blog-img/blog-img-1.jpg	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:44:30	24083/24083	---M--	200	added ('OK')	image/png	etag:%221c669f-5e13-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/testomonial/testomonial-author-4.png	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/testomonial/testomonial-author-4.png	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:44:33	20623/20623	---M--	200	added ('OK')	image/jpeg	etag:%221c661f-508f-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/blog-img/blog-img-2.jpg	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/blog-img/blog-img-2.jpg	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:44:33	1213224/1213224	---M--	200	added ('OK')	image/png	etag:%221c665d-128328-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/hero/spa-girl-2.png	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/hero/spa-girl-2.png	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
19:44:33	19577/19577	---M--	200	added ('OK')	image/jpeg	etag:%221c6624-4c79-5a5f283d50e00%22	http://vecurosoft.com/products/html/mixlax/demo/assets/img/blog-img/blog-img-3.jpg	D:/Extra/College/Sem%204/FinalBeautyParlor/vecurosoft.com/products/html/mixlax/demo/assets/img/blog-img/blog-img-3.jpg	(from http://vecurosoft.com/products/html/mixlax/demo/index.html)
